node_id1,node_id2,label_id1,label_id2,ibd_sum
node_4,node_3,Swedes,Swedes,10.1908914648008
node_6,node_1,Swedes,Swedes,9.339305425255302
node_7,node_0,Swedes,Swedes,9.694749303290687
node_7,node_2,Swedes,Swedes,12.565205618503342
node_8,node_3,Swedes,Swedes,15.428126648236534
node_12,node_3,Swedes,Swedes,10.449916237407251
node_13,node_7,Swedes,Swedes,13.182975402589651
node_16,node_13,Swedes,Swedes,12.433223353077759
node_17,node_16,Swedes,Swedes,16.044551471868687
node_19,node_1,Swedes,Swedes,18.136907699153873
node_20,node_11,Swedes,Swedes,20.687964170738738
node_22,node_3,Swedes,Swedes,8.190065358220224
node_24,node_14,Swedes,Swedes,8.775761484865672
node_24,node_18,Swedes,Swedes,8.920980346218323
node_25,node_11,Swedes,Swedes,8.810048265041024
node_26,node_19,Swedes,Swedes,13.188589214161308
node_27,node_2,Swedes,Swedes,8.167876143620754
node_28,node_1,Swedes,Swedes,9.829886729674872
node_28,node_6,Swedes,Swedes,38.58988249472539
node_28,node_24,Swedes,Swedes,14.307419406691157
node_30,node_7,Swedes,Swedes,10.215538849010755
node_31,node_2,Swedes,Swedes,14.935392231787581
node_32,node_4,Swedes,Swedes,9.02782803325974
node_32,node_12,Swedes,Swedes,14.319335122539965
node_32,node_21,Swedes,Swedes,14.007998732369385
node_32,node_24,Swedes,Swedes,8.972638057818404
node_33,node_4,Swedes,Swedes,13.408781979230671
node_34,node_0,Swedes,Swedes,18.415081702049232
node_34,node_16,Swedes,Swedes,8.111816177293917
node_34,node_20,Swedes,Swedes,11.528016262316065
node_34,node_27,Swedes,Swedes,23.534195423109892
node_35,node_22,Swedes,Swedes,11.452250198305935
node_36,node_4,Swedes,Swedes,34.345293664587686
node_36,node_16,Swedes,Swedes,17.503163108398308
node_38,node_5,Swedes,Swedes,10.66486804134725
node_38,node_31,Swedes,Swedes,14.551064865557095
node_39,node_13,Swedes,Swedes,10.42308591131626
node_39,node_19,Swedes,Swedes,26.0743232883003
node_40,node_12,Swedes,Swedes,15.753878904881688
node_40,node_24,Swedes,Swedes,9.05775839640267
node_40,node_27,Swedes,Swedes,9.166305354811236
node_41,node_10,Swedes,Swedes,12.334545502997974
node_41,node_14,Swedes,Swedes,8.81405030590018
node_41,node_18,Swedes,Swedes,15.23473031016502
node_41,node_33,Swedes,Swedes,12.556946413700922
node_42,node_4,Swedes,Swedes,11.22456387150618
node_42,node_8,Swedes,Swedes,14.316591709002928
node_42,node_14,Swedes,Swedes,9.499052046483714
node_42,node_41,Swedes,Swedes,9.346117500682139
node_43,node_4,Swedes,Swedes,12.675453094418431
node_43,node_8,Swedes,Swedes,22.595150375711277
node_44,node_5,Swedes,Swedes,13.067321142499491
node_44,node_6,Swedes,Swedes,11.270752648792048
node_44,node_42,Swedes,Swedes,10.453279527276695
node_45,node_19,Swedes,Swedes,12.712846130391256
node_45,node_21,Swedes,Swedes,20.457489225341945
node_45,node_23,Swedes,Swedes,14.682191029427724
node_45,node_27,Swedes,Swedes,16.6811596791668
node_46,node_3,Swedes,Swedes,9.687892776772578
node_46,node_30,Swedes,Swedes,10.97869904316251
node_46,node_39,Swedes,Swedes,19.555341987314684
node_46,node_44,Swedes,Swedes,10.33995106365703
node_46,node_45,Swedes,Swedes,19.08773136764221
node_47,node_3,Swedes,Swedes,10.879600848044262
node_47,node_38,Swedes,Swedes,9.136234486373457
node_48,node_14,Swedes,Swedes,11.020899173221606
node_48,node_31,Swedes,Swedes,20.763795908597487
node_48,node_46,Swedes,Swedes,10.796923353695176
node_49,node_0,Swedes,Swedes,13.598116051862334
node_49,node_30,Swedes,Swedes,10.142757330173184
node_49,node_46,Swedes,Swedes,12.207875593670215
node_50,node_34,Swedes,Swedes,15.75153497986458
node_50,node_40,Swedes,Swedes,8.645025400163929
node_50,node_43,Swedes,Swedes,27.564224777432123
node_50,node_47,Swedes,Swedes,12.096907347977961
node_51,node_41,Swedes,Swedes,17.690196233374404
node_51,node_43,Swedes,Swedes,8.115588441559517
node_52,node_39,Swedes,Swedes,16.241139336029235
node_52,node_48,Swedes,Swedes,23.470104088809673
node_53,node_4,Swedes,Swedes,23.779926736777576
node_54,node_1,Swedes,Swedes,15.778551608385783
node_54,node_50,Swedes,Swedes,13.807971350723921
node_55,node_21,Swedes,Swedes,11.808847947709335
node_55,node_31,Swedes,Swedes,21.42178499681706
node_55,node_32,Swedes,Swedes,11.98230478639165
node_56,node_2,Swedes,Swedes,24.14972389059746
node_57,node_15,Swedes,Swedes,13.28268158190312
node_57,node_21,Swedes,Swedes,12.490632676268522
node_57,node_42,Swedes,Swedes,12.285751233553302
node_58,node_1,Swedes,Swedes,10.704138968071522
node_58,node_20,Swedes,Swedes,28.043096202071865
node_58,node_32,Swedes,Swedes,36.72853805164971
node_58,node_51,Swedes,Swedes,10.143011734921062
node_59,node_0,Swedes,Swedes,11.746809372584368
node_59,node_19,Swedes,Swedes,10.794074955563248
node_59,node_21,Swedes,Swedes,17.70727968704695
node_59,node_40,Swedes,Swedes,19.99206499184485
node_59,node_58,Swedes,Swedes,25.68890136382303
node_60,node_5,Swedes,Swedes,11.419832040173217
node_60,node_20,Swedes,Swedes,24.059529623943188
node_60,node_40,Swedes,Swedes,15.6066419652244
node_60,node_49,Swedes,Swedes,10.295382891331766
