node_id1,node_id2,label_id1,label_id2,ibd_sum
node_2,node_1,чеченцы,чеченцы,32.53941324073881
node_3,node_2,чеченцы,чеченцы,35.58720820602826
node_4,node_2,чеченцы,чеченцы,11.238349855308446
node_5,node_4,чеченцы,чеченцы,16.837188972786194
node_6,node_1,чеченцы,чеченцы,14.877635888103434
node_6,node_3,чеченцы,чеченцы,20.205281156658994
node_6,node_4,чеченцы,чеченцы,30.823579580324648
node_7,node_3,чеченцы,чеченцы,31.175888055742107
node_7,node_6,чеченцы,чеченцы,27.04096723973526
node_8,node_2,чеченцы,чеченцы,63.70495512491197
node_8,node_7,чеченцы,чеченцы,30.07443291889941
node_9,node_1,чеченцы,чеченцы,85.27340753641658
node_9,node_8,чеченцы,чеченцы,26.157111804543383
node_10,node_5,чеченцы,чеченцы,11.7558758465061
node_11,node_2,чеченцы,чеченцы,8.454463223497957
node_11,node_4,чеченцы,чеченцы,26.691995488828614
node_12,node_0,чеченцы,чеченцы,13.172456446367113
node_12,node_1,чеченцы,чеченцы,15.666022457319894
node_12,node_2,чеченцы,чеченцы,8.762601067186406
node_12,node_3,чеченцы,чеченцы,40.83009877718067
node_12,node_9,чеченцы,чеченцы,18.475727502490095
node_12,node_11,чеченцы,чеченцы,9.231073156542763
node_13,node_2,чеченцы,чеченцы,69.27921672032953
node_13,node_9,чеченцы,чеченцы,8.722358939967435
node_13,node_10,чеченцы,чеченцы,24.757106076408146
node_13,node_12,чеченцы,чеченцы,20.433970292943357
node_14,node_1,чеченцы,чеченцы,8.180548477086198
node_14,node_5,чеченцы,чеченцы,12.721849462601227
node_14,node_7,чеченцы,чеченцы,40.599074078997305
node_14,node_10,чеченцы,чеченцы,8.236130356022533
node_15,node_11,чеченцы,чеченцы,14.269634966119746
node_16,node_0,чеченцы,чеченцы,20.369210926954324
node_16,node_1,чеченцы,чеченцы,15.414169988496948
node_16,node_2,чеченцы,чеченцы,23.324825288604575
node_16,node_3,чеченцы,чеченцы,11.30496955659108
node_16,node_7,чеченцы,чеченцы,8.89804634143219
node_16,node_14,чеченцы,чеченцы,12.735048279619505
node_17,node_2,чеченцы,чеченцы,31.36612445435285
node_17,node_16,чеченцы,чеченцы,8.266339483137198
node_18,node_0,чеченцы,чеченцы,28.995698210011028
node_18,node_1,чеченцы,чеченцы,18.591562629294838
node_18,node_3,чеченцы,чеченцы,22.177311388539337
node_18,node_5,чеченцы,чеченцы,21.893404359034186
node_18,node_6,чеченцы,чеченцы,20.528113448164465
node_18,node_9,чеченцы,чеченцы,43.0752843197288
node_18,node_13,чеченцы,чеченцы,9.803725459078718
node_19,node_1,чеченцы,чеченцы,39.070559747340475
node_19,node_4,чеченцы,чеченцы,47.45335812839996
node_19,node_6,чеченцы,чеченцы,10.152613030179396
node_19,node_9,чеченцы,чеченцы,14.58865676690925
node_19,node_13,чеченцы,чеченцы,24.41591204572309
node_19,node_16,чеченцы,чеченцы,23.112050529165344
node_20,node_0,чеченцы,чеченцы,19.521190136250553
node_20,node_2,чеченцы,чеченцы,11.695324861442849
node_20,node_3,чеченцы,чеченцы,56.742466439824916
node_20,node_7,чеченцы,чеченцы,30.343722459377457
node_20,node_17,чеченцы,чеченцы,10.608111086935514
node_21,node_0,чеченцы,чеченцы,11.722710002360394
node_21,node_8,чеченцы,чеченцы,19.30057078811845
node_21,node_13,чеченцы,чеченцы,10.719832520819036
node_21,node_15,чеченцы,чеченцы,18.87643595209487
node_21,node_16,чеченцы,чеченцы,17.11404318614474
node_21,node_17,чеченцы,чеченцы,24.86688917328799
node_22,node_4,чеченцы,чеченцы,11.982768713550044
node_22,node_5,чеченцы,чеченцы,69.1438824554333
node_22,node_6,чеченцы,чеченцы,11.800246320465298
node_22,node_7,чеченцы,чеченцы,13.629251347260228
node_22,node_10,чеченцы,чеченцы,21.60153647233556
node_22,node_12,чеченцы,чеченцы,9.033275572815441
node_23,node_0,чеченцы,чеченцы,41.483603494992195
node_23,node_2,чеченцы,чеченцы,12.219001580258047
node_23,node_6,чеченцы,чеченцы,13.529996267394544
node_23,node_11,чеченцы,чеченцы,15.94118019230409
node_23,node_13,чеченцы,чеченцы,10.96340441277845
node_24,node_4,чеченцы,чеченцы,19.090941222968276
node_24,node_12,чеченцы,чеченцы,14.570211590277097
node_24,node_13,чеченцы,чеченцы,8.64416565852502
node_24,node_18,чеченцы,чеченцы,14.428617971410953
node_24,node_23,чеченцы,чеченцы,48.357231473962365
node_25,node_3,чеченцы,чеченцы,33.28105129014391
node_25,node_12,чеченцы,чеченцы,12.460239461606792
node_25,node_14,чеченцы,чеченцы,38.55937370618945
node_25,node_17,чеченцы,чеченцы,31.459475158846026
node_25,node_18,чеченцы,чеченцы,9.14262175068829
node_26,node_1,чеченцы,чеченцы,10.67464796477891
node_26,node_4,чеченцы,чеченцы,28.76641711690671
node_26,node_6,чеченцы,чеченцы,10.534139139173737
node_26,node_7,чеченцы,чеченцы,22.902548655000952
node_26,node_10,чеченцы,чеченцы,17.965432000483137
node_26,node_14,чеченцы,чеченцы,32.056389516075456
node_26,node_22,чеченцы,чеченцы,10.303699714943363
node_27,node_0,чеченцы,чеченцы,25.074917520861497
node_27,node_1,чеченцы,чеченцы,10.952896017844697
node_27,node_2,чеченцы,чеченцы,12.622014752902661
node_27,node_11,чеченцы,чеченцы,15.928724784251425
node_27,node_13,чеченцы,чеченцы,45.38699782304614
node_27,node_15,чеченцы,чеченцы,40.12715823842669
node_27,node_18,чеченцы,чеченцы,13.016154168862197
node_27,node_19,чеченцы,чеченцы,24.581181130626913
node_27,node_20,чеченцы,чеченцы,10.263659551007464
node_28,node_0,чеченцы,чеченцы,9.974573204401313
node_28,node_1,чеченцы,чеченцы,12.238683412361285
node_28,node_7,чеченцы,чеченцы,10.569743155199188
node_28,node_8,чеченцы,чеченцы,9.378342499394135
node_28,node_9,чеченцы,чеченцы,9.191638892109452
node_28,node_11,чеченцы,чеченцы,28.164045503253707
node_28,node_12,чеченцы,чеченцы,40.046799223063275
node_28,node_23,чеченцы,чеченцы,8.17849810509725
node_28,node_25,чеченцы,чеченцы,15.975136211381063
node_28,node_26,чеченцы,чеченцы,19.06175716718762
node_28,node_27,чеченцы,чеченцы,59.477077164085735
node_29,node_2,чеченцы,чеченцы,8.507069223183658
node_29,node_4,чеченцы,чеченцы,13.497637594677103
node_29,node_5,чеченцы,чеченцы,22.052592317304207
node_29,node_8,чеченцы,чеченцы,42.81013869953963
node_29,node_10,чеченцы,чеченцы,11.45120307593762
node_29,node_12,чеченцы,чеченцы,10.006604914926402
node_29,node_13,чеченцы,чеченцы,13.57070410199581
node_29,node_15,чеченцы,чеченцы,36.556217280376856
node_29,node_28,чеченцы,чеченцы,23.932740449714313
node_30,node_0,чеченцы,чеченцы,16.227020452167004
node_30,node_2,чеченцы,чеченцы,11.842811918028909
node_30,node_4,чеченцы,чеченцы,14.079388124444161
node_30,node_7,чеченцы,чеченцы,15.360166782226026
node_30,node_8,чеченцы,чеченцы,9.46362573555965
node_30,node_14,чеченцы,чеченцы,16.350193760198707
node_30,node_15,чеченцы,чеченцы,18.329455502496934
node_30,node_21,чеченцы,чеченцы,15.212782743736344
node_30,node_25,чеченцы,чеченцы,9.07223959921813
node_30,node_28,чеченцы,чеченцы,11.467782601577618
node_30,node_29,чеченцы,чеченцы,11.067286854872545
node_31,node_3,чеченцы,чеченцы,24.330696007960192
node_31,node_7,чеченцы,чеченцы,14.956868282250134
node_31,node_8,чеченцы,чеченцы,13.111852577929596
node_31,node_9,чеченцы,чеченцы,17.050386566268045
node_31,node_11,чеченцы,чеченцы,8.906299279911423
node_31,node_12,чеченцы,чеченцы,14.48060670781777
node_31,node_14,чеченцы,чеченцы,32.495692762670885
node_31,node_16,чеченцы,чеченцы,13.576196821622982
node_31,node_17,чеченцы,чеченцы,20.0864423566437
node_31,node_20,чеченцы,чеченцы,8.04679379388442
node_31,node_21,чеченцы,чеченцы,14.892771271520193
node_31,node_25,чеченцы,чеченцы,12.094183674636064
node_32,node_0,чеченцы,чеченцы,39.39092505648995
node_32,node_4,чеченцы,чеченцы,14.461669949007945
node_32,node_7,чеченцы,чеченцы,13.618397369299023
node_32,node_8,чеченцы,чеченцы,12.561523890888175
node_32,node_9,чеченцы,чеченцы,39.85407199657847
node_32,node_15,чеченцы,чеченцы,10.994537310912964
node_32,node_16,чеченцы,чеченцы,10.059761420806497
node_32,node_18,чеченцы,чеченцы,13.559997477955205
node_32,node_22,чеченцы,чеченцы,20.40752055056086
node_32,node_24,чеченцы,чеченцы,18.805466211663116
node_32,node_25,чеченцы,чеченцы,11.045356035620745
node_33,node_7,чеченцы,чеченцы,41.10246166833899
node_33,node_12,чеченцы,чеченцы,23.073136136495673
node_33,node_15,чеченцы,чеченцы,11.405086502585618
node_33,node_19,чеченцы,чеченцы,31.967882969795046
node_33,node_20,чеченцы,чеченцы,11.515631836206092
node_33,node_31,чеченцы,чеченцы,8.902361692095816
node_34,node_1,чеченцы,чеченцы,33.08086330898615
node_34,node_3,чеченцы,чеченцы,16.17499779627982
node_34,node_9,чеченцы,чеченцы,25.907180300929493
node_34,node_11,чеченцы,чеченцы,9.024978450050751
node_34,node_17,чеченцы,чеченцы,11.94913417207638
node_34,node_20,чеченцы,чеченцы,20.8997723755705
node_34,node_30,чеченцы,чеченцы,12.78990630335728
node_34,node_31,чеченцы,чеченцы,18.11484403262139
node_34,node_32,чеченцы,чеченцы,25.10638422362359
node_35,node_1,чеченцы,чеченцы,14.156474168220269
node_35,node_2,чеченцы,чеченцы,18.88788156352306
node_35,node_3,чеченцы,чеченцы,21.618274671917664
node_35,node_10,чеченцы,чеченцы,23.107391492726922
node_35,node_11,чеченцы,чеченцы,18.62248636428505
node_35,node_13,чеченцы,чеченцы,12.483619797435862
node_35,node_16,чеченцы,чеченцы,48.66384569821573
node_35,node_17,чеченцы,чеченцы,9.88854654250287
node_35,node_22,чеченцы,чеченцы,27.98569849323972
node_35,node_24,чеченцы,чеченцы,12.348385460456168
node_35,node_26,чеченцы,чеченцы,8.970850624229355
node_35,node_29,чеченцы,чеченцы,47.42529230212035
node_35,node_31,чеченцы,чеченцы,9.477253049582307
node_35,node_34,чеченцы,чеченцы,16.043062584345535
node_36,node_0,чеченцы,чеченцы,33.76311279188069
node_36,node_1,чеченцы,чеченцы,20.846302194994397
node_36,node_9,чеченцы,чеченцы,17.66423162732527
node_36,node_14,чеченцы,чеченцы,10.819891982452113
node_36,node_16,чеченцы,чеченцы,13.421346270865724
node_36,node_17,чеченцы,чеченцы,23.758165881752593
node_36,node_22,чеченцы,чеченцы,21.491289542684534
node_36,node_23,чеченцы,чеченцы,37.53886588123474
node_36,node_24,чеченцы,чеченцы,21.29396151801712
node_36,node_31,чеченцы,чеченцы,13.119184325776333
node_36,node_33,чеченцы,чеченцы,8.795089098195431
node_37,node_3,чеченцы,чеченцы,8.797979655725335
node_37,node_6,чеченцы,чеченцы,9.981661862077178
node_37,node_12,чеченцы,чеченцы,18.33569267410625
node_37,node_16,чеченцы,чеченцы,8.473127703014194
node_37,node_18,чеченцы,чеченцы,27.39991304867652
node_37,node_24,чеченцы,чеченцы,16.638766278786857
node_37,node_25,чеченцы,чеченцы,11.610934837370653
node_37,node_34,чеченцы,чеченцы,10.5081037264241
node_37,node_35,чеченцы,чеченцы,36.063088611402385
node_37,node_36,чеченцы,чеченцы,20.92822022387938
node_38,node_7,чеченцы,чеченцы,26.00139010481107
node_38,node_8,чеченцы,чеченцы,30.798098807083267
node_38,node_13,чеченцы,чеченцы,22.626610564535866
node_38,node_14,чеченцы,чеченцы,11.135583137558598
node_38,node_15,чеченцы,чеченцы,17.97494912466913
node_38,node_18,чеченцы,чеченцы,8.156216702231866
node_38,node_20,чеченцы,чеченцы,65.25026846633915
node_38,node_21,чеченцы,чеченцы,14.107361438924823
node_38,node_22,чеченцы,чеченцы,15.880262395867263
node_38,node_25,чеченцы,чеченцы,23.819510597963387
node_38,node_32,чеченцы,чеченцы,12.251442280261028
node_38,node_33,чеченцы,чеченцы,11.719982726300573
node_38,node_34,чеченцы,чеченцы,16.17079368039532
node_39,node_0,чеченцы,чеченцы,8.114161338814705
node_39,node_1,чеченцы,чеченцы,11.077911654416427
node_39,node_3,чеченцы,чеченцы,63.339445877671714
node_39,node_5,чеченцы,чеченцы,19.93047868776805
node_39,node_7,чеченцы,чеченцы,29.88568994335127
node_39,node_10,чеченцы,чеченцы,33.825439556372345
node_39,node_12,чеченцы,чеченцы,44.85381214979959
node_39,node_23,чеченцы,чеченцы,8.299906855371102
node_39,node_24,чеченцы,чеченцы,15.876503225508909
node_39,node_32,чеченцы,чеченцы,10.382523983768749
node_39,node_35,чеченцы,чеченцы,28.17254443469299
node_40,node_2,чеченцы,чеченцы,16.222501037702678
node_40,node_3,чеченцы,чеченцы,13.89765611050321
node_40,node_5,чеченцы,чеченцы,10.616072393030109
node_40,node_8,чеченцы,чеченцы,38.93158000594197
node_40,node_9,чеченцы,чеченцы,17.167034462878554
node_40,node_17,чеченцы,чеченцы,10.357751868348416
node_40,node_20,чеченцы,чеченцы,10.704109933293665
node_40,node_21,чеченцы,чеченцы,30.983418525617793
node_40,node_30,чеченцы,чеченцы,8.022761352294573
node_40,node_32,чеченцы,чеченцы,15.102062589296533
node_41,node_0,чеченцы,чеченцы,9.022530131369294
node_41,node_2,чеченцы,чеченцы,13.075171958699185
node_41,node_4,чеченцы,чеченцы,9.397916417701008
node_41,node_8,чеченцы,чеченцы,9.114510576931016
node_41,node_10,чеченцы,чеченцы,16.47675214903662
node_41,node_14,чеченцы,чеченцы,31.520926290507898
node_41,node_16,чеченцы,чеченцы,39.54661120937576
node_41,node_17,чеченцы,чеченцы,22.556694699781602
node_41,node_19,чеченцы,чеченцы,32.19870954714259
node_41,node_21,чеченцы,чеченцы,15.868507022468737
node_41,node_22,чеченцы,чеченцы,12.201946729543332
node_41,node_24,чеченцы,чеченцы,14.019819768418126
node_41,node_26,чеченцы,чеченцы,15.843737728921763
node_41,node_29,чеченцы,чеченцы,24.55879006873258
node_41,node_31,чеченцы,чеченцы,21.92425757688628
node_41,node_38,чеченцы,чеченцы,44.37998106143634
node_41,node_40,чеченцы,чеченцы,13.759326503604168
node_42,node_8,чеченцы,чеченцы,10.23625408011935
node_42,node_14,чеченцы,чеченцы,23.515006789689817
node_42,node_15,чеченцы,чеченцы,24.194808080904465
node_42,node_16,чеченцы,чеченцы,39.376446350943304
node_42,node_20,чеченцы,чеченцы,10.044883659398929
node_42,node_21,чеченцы,чеченцы,43.38190252608117
node_42,node_30,чеченцы,чеченцы,19.407437422884293
node_42,node_32,чеченцы,чеченцы,26.407465463499747
node_42,node_34,чеченцы,чеченцы,44.88232567571778
node_42,node_35,чеченцы,чеченцы,25.949112534728876
node_42,node_39,чеченцы,чеченцы,12.01408300844697
node_43,node_2,чеченцы,чеченцы,30.563237821615946
node_43,node_4,чеченцы,чеченцы,12.384343082138228
node_43,node_7,чеченцы,чеченцы,33.324635359336895
node_43,node_8,чеченцы,чеченцы,11.029327109054282
node_43,node_10,чеченцы,чеченцы,29.64859512515623
node_43,node_15,чеченцы,чеченцы,11.576011840014935
node_43,node_28,чеченцы,чеченцы,16.791150813399454
node_43,node_29,чеченцы,чеченцы,33.16618488409728
node_43,node_30,чеченцы,чеченцы,30.576818157111134
node_43,node_31,чеченцы,чеченцы,10.262246822188928
node_43,node_32,чеченцы,чеченцы,27.777269577140814
node_43,node_33,чеченцы,чеченцы,36.994039393738376
node_43,node_35,чеченцы,чеченцы,13.922416113177544
node_43,node_37,чеченцы,чеченцы,21.555373258795832
node_43,node_41,чеченцы,чеченцы,19.517576427173914
node_44,node_4,чеченцы,чеченцы,42.78338449988746
node_44,node_11,чеченцы,чеченцы,22.457974465129105
node_44,node_12,чеченцы,чеченцы,27.49860431834191
node_44,node_13,чеченцы,чеченцы,21.392527259546355
node_44,node_16,чеченцы,чеченцы,17.428284062311185
node_44,node_17,чеченцы,чеченцы,12.750435901317335
node_44,node_23,чеченцы,чеченцы,25.18741645550188
node_44,node_24,чеченцы,чеченцы,24.74715920466632
node_44,node_30,чеченцы,чеченцы,13.562076198802467
node_44,node_33,чеченцы,чеченцы,22.908243386156826
node_44,node_40,чеченцы,чеченцы,15.386810721313818
node_44,node_41,чеченцы,чеченцы,19.02465404032126
node_45,node_7,чеченцы,чеченцы,25.78917719776823
node_45,node_12,чеченцы,чеченцы,28.683334630499466
node_45,node_16,чеченцы,чеченцы,9.564673631018383
node_45,node_20,чеченцы,чеченцы,13.331895059109208
node_45,node_23,чеченцы,чеченцы,12.247276504493724
node_45,node_24,чеченцы,чеченцы,10.874450020295162
node_45,node_25,чеченцы,чеченцы,8.27478066574282
node_45,node_27,чеченцы,чеченцы,26.290998638477866
node_45,node_30,чеченцы,чеченцы,23.137412531212647
node_45,node_31,чеченцы,чеченцы,26.363107452247654
node_45,node_33,чеченцы,чеченцы,39.36450920001178
node_45,node_34,чеченцы,чеченцы,19.725507095712054
node_45,node_35,чеченцы,чеченцы,9.105236196735998
node_45,node_39,чеченцы,чеченцы,27.38374390362989
node_45,node_42,чеченцы,чеченцы,9.904419501256353
node_45,node_44,чеченцы,чеченцы,22.124119609634008
node_46,node_6,чеченцы,чеченцы,9.32733529578179
node_46,node_10,чеченцы,чеченцы,25.441238250689295
node_46,node_11,чеченцы,чеченцы,37.916137296956336
node_46,node_30,чеченцы,чеченцы,21.558897150492818
node_46,node_32,чеченцы,чеченцы,23.526970053957385
node_46,node_35,чеченцы,чеченцы,10.038677911546802
node_46,node_37,чеченцы,чеченцы,25.365569720613436
node_46,node_39,чеченцы,чеченцы,15.265970128093414
node_46,node_43,чеченцы,чеченцы,14.59246966850798
node_46,node_44,чеченцы,чеченцы,47.735769854929515
node_47,node_0,чеченцы,чеченцы,82.28552993642687
node_47,node_6,чеченцы,чеченцы,26.979981365183033
node_47,node_10,чеченцы,чеченцы,9.105458619144704
node_47,node_11,чеченцы,чеченцы,22.895432896966014
node_47,node_14,чеченцы,чеченцы,31.04791418497965
node_47,node_16,чеченцы,чеченцы,10.497068794616606
node_47,node_19,чеченцы,чеченцы,8.368167313843951
node_47,node_20,чеченцы,чеченцы,49.78378356368405
node_47,node_24,чеченцы,чеченцы,15.204540359662964
node_47,node_30,чеченцы,чеченцы,13.626774175348238
node_47,node_32,чеченцы,чеченцы,32.95315490374013
node_47,node_33,чеченцы,чеченцы,34.173509007855834
node_47,node_34,чеченцы,чеченцы,14.019381799901476
