node_id1,node_id2,label_id1,label_id2,ibd_sum
node_3,node_2,class_0,class_0,9.023246101498383
node_5,node_2,class_0,class_0,8.209852636060742
node_13,node_6,class_0,class_0,9.711941368297461
node_15,node_3,class_0,class_0,15.742073746795523
node_15,node_8,class_0,class_0,8.163510657385384
node_17,node_2,class_0,class_0,8.064376998644253
node_19,node_9,class_0,class_0,8.786039423594342
node_19,node_14,class_0,class_0,11.990862711540853
node_21,node_1,class_0,class_0,9.738765170163191
node_21,node_2,class_0,class_0,8.60407684060434
node_21,node_3,class_0,class_0,8.624232921980466
node_21,node_6,class_0,class_0,8.640234272204808
node_25,node_6,class_0,class_0,8.697820290399763
node_27,node_14,class_0,class_0,10.158861848918884
node_28,node_5,class_0,class_0,10.145518738801318
node_28,node_7,class_0,class_0,8.949840335816486
node_29,node_1,class_0,class_0,8.821971080992768
node_29,node_9,class_0,class_0,8.423275660295728
node_30,node_5,class_0,class_0,8.206727802121975
node_30,node_6,class_0,class_0,13.109360797011206
node_31,node_16,class_0,class_0,8.382833910699807
node_32,node_19,class_0,class_0,15.984546362126732
node_34,node_30,class_0,class_0,8.795605349074439
node_35,node_12,class_0,class_0,8.186138679971227
node_35,node_33,class_0,class_0,8.248820120556699
node_36,node_7,class_0,class_0,8.695398483337183
node_36,node_29,class_0,class_0,9.395351751188171
node_38,node_2,class_0,class_0,9.982276586655518
node_38,node_11,class_0,class_0,9.558826830038635
node_38,node_18,class_0,class_0,8.120516630642989
node_38,node_30,class_0,class_0,9.692639012994068
node_38,node_35,class_0,class_0,12.978287233061769
node_40,node_5,class_0,class_0,8.491254449260913
node_40,node_20,class_0,class_0,13.525771428438148
node_40,node_34,class_0,class_0,12.682255874660086
node_41,node_17,class_0,class_0,10.61087351537327
node_41,node_37,class_0,class_0,12.95777037630786
node_42,node_18,class_0,class_0,8.718654845295715
node_43,node_15,class_0,class_0,12.638408163937907
node_43,node_20,class_0,class_0,8.458454112862608
node_43,node_39,class_0,class_0,8.58696868177777
node_44,node_12,class_0,class_0,8.475187256891983
node_45,node_17,class_0,class_0,10.85170167229749
node_45,node_34,class_0,class_0,8.200957879582687
node_48,node_33,class_0,class_0,8.09793792742099
node_49,node_14,class_0,class_0,10.162768802418332
node_49,node_19,class_0,class_0,10.703503614052469
node_49,node_34,class_0,class_0,10.642215852664215
node_49,node_40,class_0,class_0,9.657324505053813
node_49,node_48,class_0,class_0,11.124136444681781
node_50,node_34,class_0,class_0,8.782657196929396
node_51,node_1,class_0,class_0,8.512057057740144
node_51,node_2,class_0,class_0,10.597265477708888
node_51,node_26,class_0,class_0,12.21358409118331
node_52,node_19,class_0,class_0,9.630646676264554
node_52,node_23,class_0,class_0,8.210461685876435
node_52,node_28,class_0,class_0,10.013289283456407
node_53,node_9,class_0,class_0,9.825339352389665
node_53,node_17,class_0,class_0,8.189471775723868
node_53,node_21,class_0,class_0,8.011526923467285
node_53,node_28,class_0,class_0,8.205442237358502
node_53,node_38,class_0,class_0,8.569799048873659
node_54,node_13,class_0,class_0,8.182955610496288
node_55,node_7,class_0,class_0,9.163673903650528
node_55,node_8,class_0,class_0,9.384824325638983
node_56,node_1,class_0,class_0,8.484074244418466
node_56,node_7,class_0,class_0,9.755629879038414
node_56,node_16,class_0,class_0,9.251903932609709
node_56,node_18,class_0,class_0,13.20675061824749
node_56,node_22,class_0,class_0,8.715386248817
node_56,node_29,class_0,class_0,9.978011763795594
node_57,node_20,class_0,class_0,10.780263485506156
node_57,node_24,class_0,class_0,8.356175606243577
node_58,node_7,class_0,class_0,8.11208565605857
node_58,node_11,class_0,class_0,8.574361684555809
node_59,node_8,class_0,class_0,8.707228644486078
node_59,node_32,class_0,class_0,8.079471398295626
node_60,node_26,class_0,class_0,8.10143256319841
node_60,node_30,class_0,class_0,8.024019914614442
node_61,node_11,class_0,class_0,9.348476208398802
node_62,node_33,class_0,class_0,9.68216446985851
node_62,node_59,class_0,class_0,12.26286570240596
node_63,node_2,class_0,class_0,11.278251354247294
node_63,node_17,class_0,class_0,8.33816941844553
node_63,node_19,class_0,class_0,9.36907440956185
node_63,node_21,class_0,class_0,8.451273797960612
node_64,node_11,class_0,class_0,11.42996535561144
node_64,node_27,class_0,class_0,13.817465954262417
node_64,node_54,class_0,class_0,9.767588050248731
node_65,node_1,class_0,class_0,11.12650575298649
node_65,node_24,class_0,class_0,11.945950054492585
node_65,node_60,class_0,class_0,9.782371624986473
node_66,node_16,class_0,class_0,8.751564472598504
node_66,node_43,class_0,class_0,10.979617157923897
node_66,node_60,class_0,class_0,8.92973543531989
node_67,node_59,class_0,class_0,8.489380540748623
node_67,node_62,class_0,class_0,10.137247956726059
node_68,node_10,class_0,class_0,8.130131672747273
node_68,node_22,class_0,class_0,9.511487629563357
node_68,node_43,class_0,class_0,8.656879906026688
node_68,node_47,class_0,class_0,9.58603864217375
node_68,node_50,class_0,class_0,8.240895785602502
node_68,node_54,class_0,class_0,8.437011795761366
node_69,node_8,class_0,class_0,9.350458211303017
node_69,node_25,class_0,class_0,11.087514725212547
node_69,node_26,class_0,class_0,13.159350626990483
node_69,node_61,class_0,class_0,8.893758105226741
node_69,node_63,class_0,class_0,9.427565145673164
node_69,node_67,class_0,class_0,9.893647894976636
node_70,node_21,class_0,class_0,9.250107817370766
node_71,node_5,class_0,class_0,8.514228349241378
node_71,node_31,class_0,class_0,8.872997645762224
node_71,node_32,class_0,class_0,8.802880994270609
node_71,node_40,class_0,class_0,12.964213088921706
