node_id1,node_id2,label_id1,label_id2,ibd_sum
node_19,node_7,English,English,10.098513240022937
node_28,node_14,English,English,17.500694757180646
node_29,node_0,English,English,10.148421175274958
node_30,node_1,English,English,12.850057717480002
node_30,node_22,English,English,8.544812177441091
node_32,node_25,English,English,15.463225642746291
node_41,node_7,English,English,11.425897750144907
node_43,node_9,English,English,8.02732899127399
node_44,node_26,English,English,9.692824547850128
node_49,node_19,English,English,8.571439459796185
node_50,node_28,English,English,10.281777769840119
node_54,node_11,English,English,11.272940858866338
node_55,node_6,English,English,14.141760489345243
node_56,node_13,English,English,9.195424390214919
node_58,node_21,English,English,10.078071656042399
node_58,node_26,English,English,12.734741213308443
node_59,node_44,English,English,10.642059500017764
node_60,node_6,English,English,9.858498710119058
node_61,node_14,English,English,9.789581896590144
node_62,node_19,English,English,10.3940763252561
node_64,node_24,English,English,11.627271802789874
node_64,node_58,English,English,8.515284740856314
node_73,node_45,English,English,12.290825558649443
node_76,node_12,English,English,9.207427289452571
node_77,node_58,English,English,9.484814073488558
node_77,node_61,English,English,9.369353529678083
node_78,node_58,English,English,10.37427582690349
node_80,node_13,English,English,20.04081137235825
node_80,node_37,English,English,12.105299169554815
node_83,node_69,English,English,10.387663193090209
node_84,node_16,English,English,8.218779427341985
node_84,node_17,English,English,10.532602597018574
node_86,node_29,English,English,8.555104710805196
node_91,node_36,English,English,9.670659003406737
node_93,node_4,English,English,8.25225667198012
node_93,node_15,English,English,10.943931914285681
node_94,node_25,English,English,9.01587572495541
node_94,node_51,English,English,10.564555562697727
node_95,node_5,English,English,8.855598868473697
node_96,node_79,English,English,8.17393776664012
node_96,node_81,English,English,11.078888189236519
node_99,node_0,English,English,15.60691345728473
node_99,node_88,English,English,8.80830096114394
node_100,node_91,English,English,11.949466160450644
node_101,node_21,English,English,8.520199460956045
node_103,node_42,English,English,9.93056207421272
node_104,node_24,English,English,10.257111539248918
node_104,node_31,English,English,8.734823083025292
node_107,node_34,English,English,8.727045317186139
node_109,node_13,English,English,11.641523510063017
node_109,node_74,English,English,8.698322904914958
node_112,node_57,English,English,18.976851149779378
node_112,node_95,English,English,21.81355980401831
node_113,node_19,English,English,8.467521832880633
node_116,node_55,English,English,9.298352218879273
node_116,node_70,English,English,12.438010197826578
node_116,node_111,English,English,11.34227454915449
node_119,node_87,English,English,9.870217430120501
node_121,node_94,English,English,8.982783986376594
node_121,node_120,English,English,16.440501172636754
node_124,node_6,English,English,8.233835640489309
node_124,node_52,English,English,9.531715430149939
node_124,node_121,English,English,8.597174729680194
node_125,node_1,English,English,8.174429848327103
node_126,node_22,English,English,21.57062271238992
node_127,node_18,English,English,14.309791062782434
node_127,node_82,English,English,11.307982163180718
node_128,node_78,English,English,9.008546871204592
node_128,node_108,English,English,9.386839098165563
node_129,node_48,English,English,8.708898512921532
node_129,node_60,English,English,9.774142455637737
node_130,node_40,English,English,8.948728215234897
node_131,node_102,English,English,9.396892327842977
node_133,node_62,English,English,9.626699406571628
node_134,node_130,English,English,8.126511594650891
node_135,node_28,English,English,10.236242207946026
node_135,node_119,English,English,10.72315493058094
node_137,node_1,English,English,13.075828162855611
node_137,node_58,English,English,10.614169993569664
node_137,node_92,English,English,12.122772998265432
node_138,node_52,English,English,8.18953208643179
node_138,node_114,English,English,13.447024240532688
node_139,node_35,English,English,9.520648597513423
node_140,node_87,English,English,14.004166682627854
node_141,node_13,English,English,9.63966877232046
node_141,node_126,English,English,8.787804448622936
node_143,node_118,English,English,8.41711865129024
node_148,node_23,English,English,10.693582503315863
node_149,node_75,English,English,8.161563956363885
node_149,node_95,English,English,9.016325713558224
node_150,node_6,English,English,9.214127962225726
node_152,node_75,English,English,8.72333780260881
node_153,node_117,English,English,12.482486606454055
node_157,node_141,English,English,9.92376746629455
node_160,node_91,English,English,13.186551020852553
node_161,node_22,English,English,12.376084226536566
node_161,node_47,English,English,9.430909181300333
node_164,node_6,English,English,10.914926695789374
node_164,node_51,English,English,8.208774005452277
node_166,node_116,English,English,11.070602386969426
node_167,node_94,English,English,10.625159435359315
node_168,node_30,English,English,17.296827947475382
node_168,node_149,English,English,8.348804206940855
node_169,node_19,English,English,9.934373080159787
node_169,node_74,English,English,11.891364766420955
node_170,node_96,English,English,8.892141402954056
node_170,node_156,English,English,13.083474652594914
node_171,node_144,English,English,14.535838022663114
